Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel Type,Emission standard,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Fuel tank capacity,Dimensions,Length,Width,Height,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (manual transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Tires size,Wheel rims size,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Kerb Weight,Max. weight,Max load,Trunk (boot) space - minimum,Wheelbase,Minimum turning circle (turning diameter),Assisting systems,Power steering,Engine location,Fuel consumption (economy) - combined,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Electric cars and hybrids specs,Gross battery capacity,Electric motor 1,Electric motor power,Electric motor Torque,System power,System torque,Internal combustion engine specs,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Valvetrain,Engine systems,Number of Gears (automatic transmission),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Acceleration 0 - 60 mph,Trunk (boot) space - maximum,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Width with mirrors folded,Front overhang,Rear overhang,Ride height (ground clearance),Drag coefficient (Cd),Approach angle,Departure angle,Ramp angle,Wading depth,Steering type,AdBlue tank,All-electric range (WLTP),Engine oil capacity,Oil viscosity,Coolant,Max. roof load,Permitted towbar download,Width including mirrors,Climb angle,Max speed (electric),All-electric range,Electric motor 2,Average Energy consumption (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Maximum engine speed,All-electric range (NEDC),Average Energy consumption (NEDC)
Jaguar,F-Pace,F-Pace,2.0d (240 Hp) AWD Automatic,2017 year,2018 year,Internal Combustion engine,SUV,5,5,Performance specs,,,Diesel,Euro 6,Engine specs,240 Hp @ 4000 rpm.,120.1 Hp/l,500 Nm @ 1500 rpm.  368.78 lb.-ft. @ 1500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",60 l  15.85 US gal | 13.2 UK gal,Dimensions,4746 mm  186.85 in.,2070 mm  81.5 in.,1667 mm  65.63 in.,1641 mm  64.61 in.,1654 mm  65.12 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Helical spring,Ventilated discs,Ventilated discs,,,217 km/h  134.84 mph,"7.5 kg/Hp, 132.6 Hp/tonne","3.6 kg/Nm, 276.2 Nm/tonne",1810 kg  3990.37 lbs.,,,650 l  22.95 cu. ft.,2874 mm  113.15 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.8 l/100 km  40.55 US mpg48.7 UK mpg17.24 km/l,153 g/km,7.2 sec,7.2 sec,6.8 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.4 mm  3.64 in.,15.5,DOHC,Particulate filter,8,,,,,2400 kg  5291.09 lbs.,750 kg  1653.47 lbs.,2175 mm  85.63 in.,,,213 mm  8.39 in.,,,,,,Steering rack and pinion,,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,7.7 l  8.14 US qt | 6.78 UK qt,,,,,,,,,,,,,,,
Jaguar,F-Pace,F-Pace,2.0d (180 Hp) AWD Automatic,2015 year,2018 year,Internal Combustion engine,SUV,5,5,Performance specs,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,4.7 l/100 km  50.05 US mpg60.1 UK mpg21.28 km/l,Diesel,Euro 6,Engine specs,180 Hp @ 4000 rpm.,90 Hp/l,430 Nm @ 1750-2500 rpm.  317.15 lb.-ft. @ 1750-2500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",60 l  15.85 US gal | 13.2 UK gal,Dimensions,4731 mm  186.26 in.,,1652 mm  65.04 in.,1641 mm  64.61 in.,1654 mm  65.12 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,,,208 km/h  129.25 mph,"9.9 kg/Hp, 101.4 Hp/tonne","4.1 kg/Nm, 242.3 Nm/tonne",1775 kg  3913.21 lbs.,2460 kg  5423.37 lbs.,685 kg  1510.17 lbs.,650 l  22.95 cu. ft.,2874 mm  113.15 in.,11.87 m  38.94 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.3 l/100 km  44.38 US mpg53.3 UK mpg18.87 km/l,139 g/km,8.7 sec,8.7 sec,8.3 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.35 mm  3.64 in.,15.5,DOHC,Particulate filter,8,,,,,,,2070 mm  81.5 in.,,,213 mm  8.39 in.,,,,,,Steering rack and pinion,,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,7.7 l  8.14 US qt | 6.78 UK qt,,,2175 mm  85.63 in.,,,,,,,,,,,,
Jaguar,F-Pace,F-Pace,2.0d (180 Hp) AWD,2015 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,4.7 l/100 km  50.05 US mpg60.1 UK mpg21.28 km/l,Diesel,Euro 6,Engine specs,180 Hp @ 4000 rpm.,90 Hp/l,430 Nm @ 1750-2500 rpm.  317.15 lb.-ft. @ 1750-2500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",60 l  15.85 US gal | 13.2 UK gal,Dimensions,4731 mm  186.26 in.,,1652 mm  65.04 in.,1641 mm  64.61 in.,1654 mm  65.12 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),6,,,Ventilated discs,Ventilated discs,,,208 km/h  129.25 mph,"9.8 kg/Hp, 101.9 Hp/tonne","4.1 kg/Nm, 243.4 Nm/tonne",1767 kg  3895.57 lbs.,2460 kg  5423.37 lbs.,693 kg  1527.8 lbs.,650 l  22.95 cu. ft.,2874 mm  113.15 in.,11.87 m  38.94 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,134 g/km,8.7 sec,8.7 sec,8.3 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.35 mm  3.64 in.,15.5,DOHC,Particulate filter,,,,,,,,2070 mm  81.5 in.,,,213 mm  8.39 in.,,,,,,Steering rack and pinion,,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,7.7 l  8.14 US qt | 6.78 UK qt,,,2175 mm  85.63 in.,,,,,,,,,,,,
Jaguar,F-Pace,F-Pace,2.0d (180 Hp) Automatic,2017 year,2018 year,Internal Combustion engine,SUV,5,5,Performance specs,,,Diesel,Euro 6,Engine specs,180 Hp @ 4000 rpm.,90 Hp/l,430 Nm @ 1750-2500 rpm.  317.15 lb.-ft. @ 1750-2500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",60 l  15.85 US gal | 13.2 UK gal,Dimensions,4746 mm  186.85 in.,2070 mm  81.5 in.,1667 mm  65.63 in.,1641 mm  64.61 in.,1654 mm  65.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Helical spring,Ventilated discs,Ventilated discs,,,208 km/h  129.25 mph,"9.6 kg/Hp, 104.7 Hp/tonne","4 kg/Nm, 250 Nm/tonne",1720 kg  3791.95 lbs.,,,650 l  22.95 cu. ft.,2874 mm  113.15 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,134 g/km,8.5 sec,8.5 sec,8.1 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.4 mm  3.64 in.,15.5,DOHC,Particulate filter,8,,,,,2400 kg  5291.09 lbs.,750 kg  1653.47 lbs.,2175 mm  85.63 in.,,,213 mm  8.39 in.,,,,,,Steering rack and pinion,,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,7.7 l  8.14 US qt | 6.78 UK qt,,,,,,,,,,,,,,,
Jaguar,F-Pace,F-Pace,2.0d (180 Hp),2015 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,4.5 l/100 km  52.27 US mpg62.77 UK mpg22.22 km/l,Diesel,Euro 6,Engine specs,180 Hp @ 4000 rpm.,90 Hp/l,430 Nm @ 1750-2500 rpm.  317.15 lb.-ft. @ 1750-2500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",60 l  15.85 US gal | 13.2 UK gal,Dimensions,4731 mm  186.26 in.,,1652 mm  65.04 in.,1641 mm  64.61 in.,1654 mm  65.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,6,,,Ventilated discs,Ventilated discs,,,209 km/h  129.87 mph,"9.3 kg/Hp, 108.1 Hp/tonne","3.9 kg/Nm, 258.3 Nm/tonne",1665 kg  3670.7 lbs.,2380 kg  5247 lbs.,715 kg  1576.31 lbs.,650 l  22.95 cu. ft.,2874 mm  113.15 in.,11.87 m  38.94 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,129 g/km,8.9 sec,8.9 sec,8.5 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.35 mm  3.64 in.,15.5,DOHC,Particulate filter,,,,,,,,2070 mm  81.5 in.,,,213 mm  8.39 in.,,,,,,Steering rack and pinion,,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,7.7 l  8.14 US qt | 6.78 UK qt,,,2175 mm  85.63 in.,,,,,,,,,,,,
Jaguar,F-Pace,F-Pace,2.0d (163 Hp),2017 year,2018 year,Internal Combustion engine,SUV,5,5,Performance specs,,,Diesel,Euro 6,Engine specs,163 Hp @ 4000 rpm.,81.5 Hp/l,380 Nm @ 1750-2500 rpm.  280.27 lb.-ft. @ 1750-2500 rpm.,,1999 cm3 121.99 cu. in.,4,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",60 l  15.85 US gal | 13.2 UK gal,Dimensions,4746 mm  186.85 in.,2070 mm  81.5 in.,1667 mm  65.63 in.,1641 mm  64.61 in.,1654 mm  65.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,6,Double wishbone,Helical spring,Ventilated discs,Ventilated discs,235/65 R18,18,195 km/h  121.17 mph,"10.4 kg/Hp, 96.4 Hp/tonne","4.4 kg/Nm, 224.9 Nm/tonne",1690 kg  3725.81 lbs.,,,650 l  22.95 cu. ft.,2874 mm  113.15 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",4.8-4.9 l/100 km  49 - 48 US mpg58.85 - 57.65 UK mpg20.83 - 20.41 km/l,126-129 g/km,10.2 sec,10.2 sec,9.7 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.4 mm  3.64 in.,15.5,DOHC,Particulate filter,,,,,,1600 kg  3527.4 lbs.,750 kg  1653.47 lbs.,2175 mm  85.63 in.,,,213 mm  8.39 in.,,,,,,Steering rack and pinion,,,6.52 l  6.89 US qt | 5.74 UK qt,Log in to see.,7.7 l  8.14 US qt | 6.78 UK qt,,,,,,,,,,,,,,,
Jaguar,F-type,F-type Coupe (facelift 2020),5.0 V8 (575 Hp) AWD Quickshift,"December, 2019 year",,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,575 Hp @ 6500 rpm.,115 Hp/l,700 Nm @ 3500-5000 rpm.  516.29 lb.-ft. @ 3500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1311 mm  51.61 in.,1584 mm  62.36 in.,1610 mm  63.39 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",,,300 km/h  186.41 mph,"3 kg/Hp, 329.9 Hp/tonne","2.5 kg/Nm, 401.6 Nm/tonne",1743 kg  3842.66 lbs.,,,299 l  10.56 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,252 g/km,3.7 sec,3.7 sec,3.5 sec,,,,,,,,,V-engine,92.51 mm  3.64 in.,92.99 mm  3.66 in.,9.5,DOHC,,8 Quickshift,,,,509 l  17.98 cu. ft.,,,,,,,,,,,,Steering rack and pinion,,,0.0 l  0 US qt | 0 UK qt,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Coupe (facelift 2020),5.0 V8 (450 Hp) Quickshift,"December, 2019 year",,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,450 Hp @ 6000 rpm.,90 Hp/l,580 Nm @ 2500-5000 rpm.  427.79 lb.-ft. @ 2500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1311 mm  51.61 in.,1584 mm  62.36 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",,,285 km/h  177.09 mph,"3.7 kg/Hp, 271.1 Hp/tonne","2.9 kg/Nm, 349.4 Nm/tonne",1660 kg  3659.67 lbs.,,,299 l  10.56 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,10.6 l/100 km  22.19 US mpg26.65 UK mpg9.43 km/l,244 g/km,4.6 sec,4.6 sec,4.4 sec,,,,,,,,,V-engine,92.51 mm  3.64 in.,92.99 mm  3.66 in.,9.5,DOHC,,8 Quickshift,,,,509 l  17.98 cu. ft.,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Coupe (facelift 2020),5.0 V8 (450 Hp) AWD Quickshift,"December, 2019 year",,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,450 Hp @ 6000 rpm.,90 Hp/l,580 Nm @ 2500-5000 rpm.  427.79 lb.-ft. @ 2500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1311 mm  51.61 in.,1584 mm  62.36 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",,,285 km/h  177.09 mph,"3.9 kg/Hp, 258.2 Hp/tonne","3 kg/Nm, 332.8 Nm/tonne",1743 kg  3842.66 lbs.,,,299 l  10.56 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,252 g/km,4.6 sec,4.6 sec,4.4 sec,,,,,,,,,V-engine,92.51 mm  3.64 in.,92.99 mm  3.66 in.,9.5,DOHC,,8 Quickshift,,,,509 l  17.98 cu. ft.,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Coupe (facelift 2020),2.0 (300 Hp) Quickshift,"December, 2019 year",,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,300 Hp @ 5500 rpm.,150.2 Hp/l,400 Nm @ 1500-4500 rpm.  295.02 lb.-ft. @ 1500-4500 rpm.,,1997 cm3 121.86 cu. in.,4,4,Direct injection,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",63 l  16.64 US gal | 13.86 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1311 mm  51.61 in.,1596 mm  62.83 in.,1647 mm  64.84 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,"Ventilated discs, 355 mm","Ventilated discs, 325 mm",,,250 km/h  155.34 mph,"5.1 kg/Hp, 197.4 Hp/tonne","3.8 kg/Nm, 263.2 Nm/tonne",1520 kg  3351.03 lbs.,,,299 l  10.56 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,184 g/km,5.7 sec,5.7 sec,5.4 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,9.5,DOHC,,8 Quickshift,,,,509 l  17.98 cu. ft.,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Convertible (facelift 2020),5.0 V8 (575 Hp) AWD Quickshift,"December, 2019 year",,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,575 Hp @ 6500 rpm.,115 Hp/l,700 Nm @ 3500-5000 rpm.  516.29 lb.-ft. @ 3500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1307 mm  51.46 in.,1584 mm  62.36 in.,1610 mm  63.39 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",,,300 km/h  186.41 mph,"3.1 kg/Hp, 326.1 Hp/tonne","2.5 kg/Nm, 397.1 Nm/tonne",1763 kg  3886.75 lbs.,,,233 l  8.23 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,252 g/km,3.7 sec,3.7 sec,3.5 sec,,,,,,,,,V-engine,92.51 mm  3.64 in.,92.99 mm  3.66 in.,9.5,DOHC,,8 Quickshift,,,,,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Convertible (facelift 2020),5.0 V8 (450 Hp) Quickshift,"December, 2019 year",,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,450 Hp @ 6000 rpm.,90 Hp/l,580 Nm @ 2500-5000 rpm.  427.79 lb.-ft. @ 2500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1307 mm  51.46 in.,1584 mm  62.36 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",,,285 km/h  177.09 mph,"3.7 kg/Hp, 271.1 Hp/tonne","2.9 kg/Nm, 349.4 Nm/tonne",1660 kg  3659.67 lbs.,,,233 l  8.23 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,10.6 l/100 km  22.19 US mpg26.65 UK mpg9.43 km/l,244 g/km,4.6 sec,4.6 sec,4.4 sec,,,,,,,,,V-engine,92.51 mm  3.64 in.,92.99 mm  3.66 in.,9.5,DOHC,,8 Quickshift,,,,,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Convertible (facelift 2020),5.0 V8 (450 Hp) AWD Quickshift,"December, 2019 year",,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,450 Hp @ 6000 rpm.,90 Hp/l,580 Nm @ 2500-5000 rpm.  427.79 lb.-ft. @ 2500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1307 mm  51.46 in.,1584 mm  62.36 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",,,285 km/h  177.09 mph,"3.9 kg/Hp, 255.2 Hp/tonne","3 kg/Nm, 329 Nm/tonne",1763 kg  3886.75 lbs.,,,233 l  8.23 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,252 g/km,4.6 sec,4.6 sec,4.4 sec,,,,,,,,,V-engine,92.51 mm  3.64 in.,92.99 mm  3.66 in.,9.5,DOHC,,8 Quickshift,,,,,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Convertible (facelift 2020),2.0 (300 Hp) Quickshift,"December, 2019 year",,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,Petrol (Gasoline),,Engine specs,300 Hp @ 5500 rpm.,150.2 Hp/l,400 Nm @ 1500-4500 rpm.  295.02 lb.-ft. @ 1500-4500 rpm.,,1997 cm3 121.86 cu. in.,4,4,Direct injection,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",63 l  16.64 US gal | 13.86 UK gal,Dimensions,4470 mm  175.98 in.,1923 mm  75.71 in.,1307 mm  51.46 in.,1596 mm  62.83 in.,1647 mm  64.84 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,"Ventilated discs, 355 mm","Ventilated discs, 325 mm",,,250 km/h  155.34 mph,"5.1 kg/Hp, 194.8 Hp/tonne","3.9 kg/Nm, 259.7 Nm/tonne",1540 kg  3395.12 lbs.,,,233 l  8.23 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,184 g/km,5.7 sec,5.7 sec,5.4 sec,,,,,,,,,Inline,83 mm  3.27 in.,92.3 mm  3.63 in.,9.5,DOHC,,8 Quickshift,,,,,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Coupe (facelift 2017),SVR 5.0 V8 (575 Hp) AWD Automatic,2019 year,2020 year,Internal Combustion engine,Coupe,2,2,Performance specs,15.4 l/100 km  15.27 US mpg18.34 UK mpg6.49 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,Petrol (Gasoline),Euro 6d-Temp,Engine specs,575 Hp @ 6500 rpm.,115 Hp/l,700 Nm @ 3500-5000 rpm.  516.29 lb.-ft. @ 3500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4475 mm  176.18 in.,1923 mm  75.71 in.,1311 mm  51.61 in.,1585 mm  62.4 in.,1611 mm  63.43 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Double wishbone,"Ventilated discs, 380 mm","Ventilated discs, 376 mm",265/35 R20; 305/30 R20,9J x 20; 10.5J x 20,322 km/h  200.08 mph,"2.8 kg/Hp, 352.8 Hp/tonne","2.3 kg/Nm, 429.4 Nm/tonne",1630 kg  3593.53 lbs.,2150 kg  4739.94 lbs.,520 kg  1146.4 lbs.,310 l  10.95 cu. ft.,2622 mm  103.23 in.,11.8 m  38.71 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",10.9 l/100 km  21.58 US mpg25.92 UK mpg9.17 km/l,249 g/km,3.7 sec,3.7 sec,3.5 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOCH,,8,,,,408 l  14.41 cu. ft.,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
Jaguar,F-type,F-type Coupe (facelift 2017),SVR 5.0 V8 (575 Hp) AWD Automatic,2017 year,2018 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,575 Hp @ 6500 rpm.,115 Hp/l,700 Nm @ 3500-5000 rpm.  516.29 lb.-ft. @ 3500-5000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4475 mm  176.18 in.,1923 mm  75.71 in.,1311 mm  51.61 in.,1585 mm  62.4 in.,1611 mm  63.43 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,322 km/h  200.08 mph,,,,,,310 l  10.95 cu. ft.,2622 mm  103.23 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",3.7 l/100 km  63.57 US mpg76.35 UK mpg27.03 km/l,269 g/km,3.5 sec,3.5 sec,3.3 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOCH,,8,,,,408 l  14.41 cu. ft.,,,,,,,,,,,,Steering rack and pinion,,,,,,,,2042 mm  80.39 in.,,,,,,,,,,,,
